text,label,materia_suggested,numero,source_file
A 163 B,UNKNOWN,,118,2023-GB-ENEM_AMARELO_DIA2.pdf
E 164 B,UNKNOWN,,119,2023-GB-ENEM_AMARELO_DIA2.pdf
E 165 C,UNKNOWN,,120,2023-GB-ENEM_AMARELO_DIA2.pdf
C 166 C,UNKNOWN,,121,2023-GB-ENEM_AMARELO_DIA2.pdf
C 167 B,UNKNOWN,,122,2023-GB-ENEM_AMARELO_DIA2.pdf
D 168 C,UNKNOWN,,123,2023-GB-ENEM_AMARELO_DIA2.pdf
B 169 C,UNKNOWN,,124,2023-GB-ENEM_AMARELO_DIA2.pdf
E 170 D,UNKNOWN,,125,2023-GB-ENEM_AMARELO_DIA2.pdf
A 171 D,UNKNOWN,,126,2023-GB-ENEM_AMARELO_DIA2.pdf
B 172 A,UNKNOWN,,127,2023-GB-ENEM_AMARELO_DIA2.pdf
D 173 E,UNKNOWN,,128,2023-GB-ENEM_AMARELO_DIA2.pdf
B 174 B 129,2023-GB-ENEM_AMARELO_DIA2.pdf
A 175 D 130,2023-GB-ENEM_AMARELO_DIA2.pdf
B 176 A 131,2023-GB-ENEM_AMARELO_DIA2.pdf
B 177 Anulado 132,2023-GB-ENEM_AMARELO_DIA2.pdf
A 178 E 133,2023-GB-ENEM_AMARELO_DIA2.pdf
E 179 E 134,2023-GB-ENEM_AMARELO_DIA2.pdf
B 180 B 135,2023-GB-ENEM_AMARELO_DIA2.pdf
DIA 01 EXAME NACIONAL DO ENSINO MÉDIO PROVA DE CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS,UNKNOWN,,2,2023_ENEM_AMARELO_DIA2.pdf
"Dia 1 Dia PROVA DE MATEMÁTICA E SUAS TECNOLOGIAS 1°Capa 4°Capa Azul 1 1 Azul Amarelo 2 2 Amarelo CADERNO Branco 3 3 Branco 5 Rosa 4 4 Rosa Ledor 9 9 Ledor AMARELO Libras 10 10 Libras ATENÇÃO: transcreva no espaço apropriado do seu CARTÃO-RESPOSTA, com sua caligrafia usual, considerando as letras maiúsculas e minúsculas, a seguinte frase: A vida não é o problema, é batalha LEIA ATENTAMENTE AS INSTRUÇÕES SEGUINTES:",Interpretação de Texto,Linguagens,1,2023_ENEM_AMARELO_DIA2.pdf
"E ste CADERNO DE QUESTÕES contém 90 questões numeradas de 91 a 180 e uma FOLHA DE RASCUNHO, dispostas da seguinte maneira: a) questões de número 91 a 135, relativas à área de Ciências da Natureza e suas Tecnologias; b) questões de número 136 a 180, relativas à área de Matemática e suas Tecnologias; c) FOLHA DE RASCUNHO. questões de número 91 a 135, relativas à área de Ciências da Natureza e suas Tecnologias; questões de número 136 a 180, relativas à área de Matemática e suas Tecnologias; FOLHA DE RASCUNHO.",Geometria Plana,Matemática,1,2023_ENEM_AMARELO_DIA2.pdf
"Confira se a quantidade e a ordem das questões do seu CADERNO DE QUESTÕES estão de acordo com as instruções anteriores. Caso o caderno esteja incompleto, tenha defeito ou apresente qualquer divergência, comunique ao aplicador da sala para que ele tome as providências cabíveis.",UNKNOWN,,2,2023_ENEM_AMARELO_DIA2.pdf
"Para cada uma das questões objetivas, são apresentadas 5 opções. Apenas uma responde corretamente à",UNKNOWN,,3,2023_ENEM_AMARELO_DIA2.pdf
O tempo disponível para estas provas é de cinco horas.,UNKNOWN,,4,2023_ENEM_AMARELO_DIA2.pdf
Reserve tempo suficiente para preencher o CARTÃO-RESPOSTA.,UNKNOWN,,5,2023_ENEM_AMARELO_DIA2.pdf
Dia 6. O s rascunhos e as marcações assinaladas no CADERNO DE QUESTÕES e na FOLHA DE RASCUNHO 2 Dia 1°Capa 4°Capa não serão considerados na avaliação. Libras 12 12 Libras,UNKNOWN,,2,2023_ENEM_AMARELO_DIA2.pdf
"Q uando terminar as provas, acene para chamar o aplicador e entregue este CADERNO DE QUESTÕES, Ledor 11 11 Ledor o CARTÃO-RESPOSTA e a FOLHA DE RASCUNHO. Rosa 8 8. Você poderá deixar o local de prova somente após decorridas duas horas do início da aplicação e 8 Rosa Azul 7 poderá levar seu CADERNO DE QUESTÕES ao deixar em definitivo a sala de prova nos 30 minutos 7 Azul Cinza 6 que antecedem o término das provas. 6 Cinza Amarelo 5 5 Amarelo *020125AM1* BBiigguurrrriillhhooss..iinndddd 11 1144//0066//22002222 1177::1122::0066 *020125AM2* CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIA",UNKNOWN,,7,2023_ENEM_AMARELO_DIA2.pdf
"Na tirinha de Mauricio de Sousa, os personagens Cebolinha e Cascão fazem uma brincadeira utilizando duas latas e um barbante. Ao perceberem que o som pode ser transmitido através do barbante, resolvem alterar o comprimento do barbante para ficar cada vez mais extenso. As demais condições permaneceram inalteradas durante a brincadeira. SOUSA, M. Disponível em: www.monica.com.br. Acesso em: 2 out. 2012 (adaptado). Na prática, à medida que se aumenta o comprimento do barbante, ocorre a redução de qual característica da onda sonora? AA Altura. BB Período. CC Amplitude. DD Velocidade. EE",Ondulatória,Ciências,91,2023_ENEM_AMARELO_DIA2.pdf
"Informações digitais — dados — são gravadas em discos ópticos, como CD e DVD, na forma de cavidades microscópicas. A gravação e a leitura óptica dessas informações são realizadas por um laser (fonte de luz monocromática). Quanto menores as dimensões dessas cavidades, mais dados são armazenados na mesma área do disco. O fator limitante para a leitura de dados é o espalhamento da luz pelo efeito de difração, fenômeno que ocorre quando a luz atravessa um obstáculo com dimensões da ordem de seu comprimento de onda. Essa limitação motivou o desenvolvimento de lasers com emissão em menores comp . Quanto menores as dimensões dessas cavidades, mais dados são armazenados na mesma área do disco. O fator limitante para a leitura de dados é o espalhamento da luz pelo efeito de difração, fenômeno que ocorre quando a luz atravessa um obstáculo com dimensões da ordem de seu comprimento de onda. Essa limitação motivou o desenvolvimento de lasers com emissão em menores comprimentos de onda, possibilitando armazenar e ler dados em cavidades cada vez menores. Em qual região espectral se situa o comprimento de onda do laser que otimiza o armazenamento e a leitura de dados em discos de uma mesma área? AA Violeta. BB Azul. CC Verde. DD Vermelho. EE Infravermelho.",Ondulatória,Ciências,92,2023_ENEM_AMARELO_DIA2.pdf
"O bluetooth é uma tecnologia de comunicação sem fio, de curto alcance, presente em diferentes dispositivos eletrônicos de consumo. Ela permite que aparelhos eletrônicos diferentes se conectem e troquem dados entre si. No padrão bluetooth, denominado de Classe 2, as antenas transmitem sinais de potência igual a 2,4 mW e possibilitam conectar dois dispositivos distanciados até 10 m. Considere que essas antenas se comportam como fontes puntiformes que emitem ondas eletromagnéticas esféricas e que a intensidade do sinal é calculada pela potência por unidade de área. Considere 3 como valor apr",Energia e Trabalho,Ciências,93,2023_ENEM_AMARELO_DIA2.pdf
CN • 2º DIA • CADERNO 5 • AMARELO *020125AM3*,UNKNOWN,,2,2023_ENEM_AMARELO_DIA2.pdf
"Os solos amazônicos, ricos em silicato, não são apropriados para o cultivo por serem incapazes de reter nutrientes. Contudo, descobertas arqueológicas têm demonstrado que os antigos habitantes da Amazônia dominavam a técnica de preparo de um insumo agrícola natural, denominado terra preta. Esse insumo era constituído principalmente de uma espécie de biocarvão (biochar) obtido da queima de matéria orgânica, como troncos de árvores, pedaços de ossos e esterco, capaz de manter um solo fértil por anos. Admite-se que o efeito do biocarvão na fertilização do solo estava, em parte, relacionado à e do magnésio (Mg), além de micronutrientes, como zinco (Zn) e ferro (Fe). Essa ligação no solo fertilizado é predominantemente iônica, conforme ilustra a figura, em que Mn+ representa os cátions metálicos. De acordo com a escala de Pauling, a eletronegatividade do elemento oxigênio é igual a 3,44. O O– O O– Mn+ Mn+ Solo com biocarvão Solo fertilizado O quadro apresenta os valores de eletronegatividade desses cinco elementos metálicos. Elemento metálico Eletronegatividade K 0,82 Ca 1,00 Mg 1,31 Zn 1,65 Fe 1,83 MICHALOVIC, M. Ancient Soil Chemists of the Amazon. ChemMatters, fev. 2009 (adaptado). O cátion que resultará em uma interação de maior caráter iônico com o ânion carboxilato será aquele proveniente do elemento AA potássio. BB cálcio. CC magnésio. DD zinco. EE ferro.",Tabela Periódica,Ciências,94,2023_ENEM_AMARELO_DIA2.pdf
"Em uma indústria alimentícia, para produção de doce de leite, utiliza-se um tacho de parede oca com uma entrada para vapor de água a 120 °C e uma saída para água líquida em equilíbrio com o vapor a 100 °C. Ao passar pela parte oca do tacho, o vapor de água transforma-se em líquido, liberando energia. A parede transfere essa energia para o interior do tacho, resultando na evaporação de água e consequente concentração do produto. No processo de concentração do produto, é utilizada energia proveniente AA somente do calor latente de vaporização. BB somente do calor latente de condensação.",Energia e Trabalho,Ciências,95,2023_ENEM_AMARELO_DIA2.pdf
"A gasolina é uma mistura de hidrocarbonetos de O circuito com três lâmpadas incandescentes idênticas, cadeias saturadas contendo de 8 a 12 átomos de carbono. representado na figura, consiste em uma associação mista Além disso, a gasolina de alto desempenho deve conter de resistores. Cada lâmpada (L , L e L ) é associada,",Química Orgânica,Ciências,98,2023_ENEM_AMARELO_DIA2.pdf
"2 3 elevados teores de hidrocarbonetos de cadeias ramificadas, em paralelo, a um resistor de resistência R, formando um de forma a resistir à compressão e entrar em ignição apenas conjunto. Esses conjuntos são associados em série, tendo quando a vela aciona uma centelha elétrica no motor. todas as lâmpadas o mesmo brilho quando ligadas à fonte No quadro, estão apresentados compostos que podem de energia. Após vários dias em uso, apenas a lâmpada L ser utilizados como combustíveis. 2 queima, enquanto as demais permanecem acesas. Composto Nomenclatura L ¹ I n-decano II n-heptano III 2,",Química Orgânica,Ciências,1,2023_ENEM_AMARELO_DIA2.pdf
"CC menos intensos. De acordo com a Constituição Federal, é competência DD menos intenso para L e o mesmo para L . dos municípios o gerenciamento dos serviços de limpeza e 1 3 EE mais intenso para L e menos intenso para L . coleta dos resíduos urbanos (lixo). No entanto, há relatos 1 3 de que parte desse lixo acaba sendo incinerado, liberando substâncias tóxicas para o ambiente e causando acidentes por explosões, principalmente quando ocorre a incineração de frascos de aerossóis (por exemplo: desodorantes, inseticidas e repelentes). A temperatura elevada provoca a vaporizaçã",Direito/Política,Humanas,97,2023_ENEM_AMARELO_DIA2.pdf
CN • 2º DIA • CADERNO 5 • AMARELO *020125AM5*,UNKNOWN,,4,2023_ENEM_AMARELO_DIA2.pdf
"O fogão por indução funciona a partir do surgimento A tecnologia de vacinas de RNA mensageiro (RNAm) de uma corrente elétrica induzida no fundo da panela, é investigada há anos. Avanços científicos em genética com consequente transformação de energia elétrica molecular permitiram desenvolver uma vacina para em calor por efeito Joule. A principal vantagem desses controle da pandemia da covid-19 causada pelo vírus de fogões é a eficiência energética, que é substancialmente RNA SARS-CoV-2. A vacina de RNAm tem sequências maior que a dos fogões convencionais. de genes do vírus. Entretant",Biologia,Ciências,101,2023_ENEM_AMARELO_DIA2.pdf
"alcançada por meio da Uma academia decide trocar gradualmente seus AA estimulação de leucócitos induzida pela capa lipídica aparelhos de musculação. Agora, os frequentadores contendo RNAm. que utilizam os aparelhos do tipo 1 podem também BB atuação do RNAm como sequestrador do vírus para utilizar os aparelhos do tipo 2, representados na figura, para elevar cargas correspondentes às massas M e M , o meio extracelular. 1 2 com velocidade constante. A fim de que o exercício seja CC tradução do RNAm em proteína viral, desencadeando realizado com a mesma força F, os usuários devem s",Mecânica,Ciências,102,2023_ENEM_AMARELO_DIA2.pdf
"Aparelho do tipo 1 Aparelho do tipo 2 Na fertilização in vitro, espermatozoides são adicionados aos gametas femininos retirados de uma mulher. Após o período de incubação, a fecundação é favorecida pela ação de enzimas. Em um procedimento realizado, observou-se que nenhum dos gametas femininos foi fertilizado e, posteriormente, verificou-se que havia sido adicionado, equivocadamente, um coquetel de inibidores das enzimas do acrossomo, no lugar de um dos nutrientes constituintes do meio de cultura. F F O coquetel de inibidores impediu o(a) AA formação do pronúcleo masculino. BB iníc AA formação do pronúcleo masculino. BB início da divisão mitótica do zigoto. M M",Cultura,Humanas,100,2023_ENEM_AMARELO_DIA2.pdf
"2 CC término da segunda divisão meiótica do ovócito. DD passagem do espermatozoide pela corona radiata e zona pelúcida. M Para essa academia, qual deve ser a razão 2 informada EE fusão das membranas plasmáticas do ovócito e do aos usuários? M1 espermatozoide. 1 AA 4 1 BB 2 CC 1 DD 2 EE 4 CN • 2º DIA • CADERNO 5 • AMARELO 5 *020125AM6*",Proporções,Matemática,1,2023_ENEM_AMARELO_DIA2.pdf
"Um garoto comprou vários abacates na feira, mas A leishmaniose visceral é uma zoonose causada por descobriu que eles não estavam maduros o suficiente um protozoário do gênero Leishmania que é encontrado em para serem consumidos. Sua mãe recomendou que diversos tecidos. Ela é transmitida ao homem de forma ele colocasse os abacates em um recipiente fechado, indireta, por vetores do ambiente doméstico. O cão é pois isso aceleraria seu amadurecimento. Com certa considerado um importante hospedeiro desse protozoário, dúvida, o garoto realizou esta experiência: colocou podendo ou não apre",Geometria Analítica,Matemática,105,2023_ENEM_AMARELO_DIA2.pdf
BB Saliva. DD diminuição da intensidade luminosa. CC Fezes. EE isolamento do contato com O atmosférico.,UNKNOWN,,2,2023_ENEM_AMARELO_DIA2.pdf
DD Sangue. EE Secreção ocular.,UNKNOWN,,2,2023_ENEM_AMARELO_DIA2.pdf
Há muito tempo são conhecidas espécies de,UNKNOWN,,104,2023_ENEM_AMARELO_DIA2.pdf
"lesmas-do-mar com uma capacidade ímpar: guardar Um professor lança uma esfera verticalmente para parte da maquinaria das células das algas que cima, a qual retorna, depois de alguns segundos, ao ponto consomem — os cloroplastos — e mantê-los funcionais de lançamento. Em seguida, lista em um quadro todas as dentro das suas próprias células, obtendo assim possibilidades para as grandezas cinemáticas. parte do seu alimento. Investigadores portugueses descobriram que essas lesmas-do-mar podem ser Grandeza cinemática Módulo Sentido mais eficientes nesse processo do que as próprias Para ci",Citologia,Ciências,106,2023_ENEM_AMARELO_DIA2.pdf
CN • 2º DIA • CADERNO 5 • AMARELO *020125AM7*,UNKNOWN,,6,2023_ENEM_AMARELO_DIA2.pdf
"Muitas mulheres sofrem com desconfortos nos dias O vidro contendo alumínio em sua composição é que antecedem a menstruação, a chamada tensão um excelente material para acondicionar medicamentos pré-menstrual. Entre outros sintomas, podem ocorrer e suplementos, porque pode ser esterilizado por alterações de humor. Atualmente, acredita-se que os aquecimento. No entanto, quando o medicamento sintomas são resultado da queda na concentração do ou suplemento contém substâncias que se ligam neurotransmissor serotonina, que, por sua vez, está fortemente ao íon desse metal, a dissolução do tipo de vidro. AA regressão do corpo lúteo ovariano. AtuDailsipzaoçníãvoe ld eam r:e wcowmw.esnpdnaeçoãnoa tdolao gSioac.piet.d Aacdees sPoo ertmu:g 2u2e soau td. 2e 0N2e1o (nadaatopltoagdioa).. BB diminuição na produção de ocitocina. Caso esse suplemento seja acondicionado em embalagem CC liberação do gameta feminino na ovulação. desse tipo de vidro, o risco de contaminação por alumínio será maior se o(a) DD aumento nos níveis dos hormônios LH e FSH. AA vidro do frasco for translúcido. EE elevação nos níveis sorológicos de adrenalina. BB concentração de gluconato de cálcio for alta.",Química Inorgânica,Ciências,110,2023_ENEM_AMARELO_DIA2.pdf
"CC frasco de vidro apresentar uma maior espessura. As cetonas fazem parte de famílias olfativas encontradas DD vidro for previamente esterilizado em altas em muitos alimentos. A molécula de hexan-3-ona é um temperaturas. exemplo desses compostos voláteis responsáveis pelo EE reação do alumínio com gluconato de cálcio for aroma, podendo ser obtida por processos energéticos endotérmica. realizados em meio ácido, na presença de oxidantes como",Química Inorgânica,Ciências,108,2023_ENEM_AMARELO_DIA2.pdf
"o permanganato de potássio. Para se produzir esse composto volátil em laboratório, Barbatimão é o nome popular de uma árvore cuja casca é utilizada para fins medicinais. Essa casca é deve-se oxidar a molécula de constituída principalmente de dois tecidos vegetais: AA hexanal. periderme e floema. A extração da casca tem levado à BB hexan-1-ol. morte muitos indivíduos dessa espécie, quando o corte retira um anel completo ao longo da circunferência do CC hexan-3-ol. tronco. Aqueles que têm parte da casca retirada sem DD hex-1-en-1-ol. completar essa circunferência podem sobreviver",Reações de Oxidação/Redução,Ciências,111,2023_ENEM_AMARELO_DIA2.pdf
"AA fotossíntese. Durante a evolução das plantas, ocorreu uma transição BB transpiração. do ambiente aquático para o ambiente terrestre graças ao surgimento de algumas estruturas que as tornaram CC troca de gases. independentes da água. Esse fato permitiu maior dispersão DD formação de brotos. desse grupo de seres vivos, sendo possível observá-los EE nutrição das raízes. em diferentes ambientes na atualidade. Qual estrutura possibilitou a independência da água para a fecundação dos seres vivos citados acima? AA Fruto. BB Esporo. CC Semente. DD Tubo polínico. EE Vaso",História do Brasil,Humanas,109,2023_ENEM_AMARELO_DIA2.pdf
"O descarte de detergentes comuns nos esgotos O petróleo é uma matéria-prima muito valiosa domésticos ocasiona a formação de uma camada e métodos geofísicos são úteis na sua prospecção. de espuma que impede a entrada de oxigênio na É possível identificar a composição de materiais estratificados medindo-se a velocidade de propagação água. Os microrganismos que vivem nessas águas do som (onda mecânica) através deles. Considere que não são capazes de quebrar moléculas ramificadas, uma camada de 450 m de um líquido se encontra presa ocorrendo assim um desequilíbrio ambiental nos rios. através deles. Considere que não são capazes de quebrar moléculas ramificadas, uma camada de 450 m de um líquido se encontra presa ocorrendo assim um desequilíbrio ambiental nos rios. no subsolo entre duas camadas rochosas, conforme o A fórmula a seguir representa a estrutura química de um esquema. Um pulso acústico (que gera uma vibração tensoativo presente na composição de um detergente mecânica) é emitido a partir da superfície do solo, onde não biodegradável. são posteriormente recebidas duas vibrações refletidas (ecos). A primeira corresponde à reflexão do pulso na interface superior do líquido com a camada rochosa. A segunda vibração deve-se à reflexão do pulso na interface inferior. O tempo entre a emissão do pulso e a chegada do primeiro eco é de 0,5 s. O segundo eco chega 1,1 s após a emissão do pulso. Emissor e detector de pulsos O S O Rocha O– Na+ Tensoativo não biodegradável Qual modificação química na estrutura desse tensoativo o tornaria um detergente biodegradável? Líquido 450 m AA Retirar a parte polar da molécula. BB Eliminar as insaturações do anel aromático. CC Trocar o grupo aniônico por um grupo neutro. Rocha DD Alterar o grupo aniônico por um grupo catiônico. EE Modificar a cadeia carbônica para cadeia normal.",Ligações Químicas,Ciências,114,2023_ENEM_AMARELO_DIA2.pdf
"A velocidade do som na camada líquida, em metro por Avaliação de substâncias genotóxicas segundo, é O ensaio de micronúcleos é um teste de avaliação de AA 270. genotoxicidade que associa a presença de micronúcleos BB 540. (pequenos núcleos que aparecem próximo aos núcleos CC 818. das células) com lesões genéticas. Os micronúcleos são DD 1 500. fragmentos de DNA encapsulados, provenientes do fuso mitótico durante a divisão celular. EE 1 800. DIAS, V. M. Micronúcleos em células tumorais: biologia e implicações para a tumorigênese. Dissertação de Mestrado. USP, 2006 (adaptado).",Citologia,Ciências,113,2023_ENEM_AMARELO_DIA2.pdf
CN • 2º DIA • CADERNO 5 • AMARELO *020125AM9*,UNKNOWN,,8,2023_ENEM_AMARELO_DIA2.pdf
"É comum em viagens de avião sermos solicitados a Uma cafeteria adotou copos fabricados a partir desligar aparelhos cujo funcionamento envolva a emissão de uma composição de 50% de plástico reciclado não ou a recepção de ondas eletromagnéticas, como celulares. biodegradável e 50% de casca de café. O copo é reutilizável e retornável, pois o material, semelhante a uma cerâmica, A justificativa dada para esse procedimento é, entre suporta a lavagem. Embora ele seja comercializado por outras coisas, a necessidade de eliminar fontes de sinais um preço considerado alto quando comparado ao d",UNKNOWN,,117,2023_ENEM_AMARELO_DIA2.pdf
"BB Ser tão durável quanto uma cerâmica e ter alta condutividade térmica. O Aldrin é um inseticida agrícola organoclorado CC Ser um mau condutor térmico e aumentar o resíduo sintético de baixa polaridade, cuja estrutura molecular biodegradável na natureza. simétrica, de fórmula C H Cl , está representada na",UNKNOWN,,116,2023_ENEM_AMARELO_DIA2.pdf
"8 6 DD Ter baixa condutividade térmica e reduzir o resíduo figura. Introduzido na agricultura a partir da década de não biodegradável na natureza. 1950, esse composto apresenta alta persistência no meio EE Ter alta condutividade térmica e possibilitar a ambiente e acumulação nos organismos, sendo danoso degradação do material no meio ambiente. para a saúde.",Figuras de Linguagem,Linguagens,12,2023_ENEM_AMARELO_DIA2.pdf
"H O consumo exagerado de refrigerantes é preocupante, C pois contribui para o aumento de casos de obesidade e H diabetes. Considere dois refrigerantes enlatados, um comum e um diet, e que ambos possuam a mesma Cl quantidade de aditivos, exceto pela presença de Cl C Cl açúcar. O refrigerante comum contém basicamente água carbonatada e grande quantidade de açúcar; Cl já o refrigerante diet tem água carbonatada e adoçantes, Cl Cl cujas massas são muito pequenas. CAVAGIS, A. D. M.; PEREIRA, E. A.; OLIVEIRA, L. C. Um método simples para avaliar o teo r Aldrin de sacarose e CO em refrigeran",UNKNOWN,,118,2023_ENEM_AMARELO_DIA2.pdf
"O manual de um automóvel alerta sobre os cuidados em relação à pressão do ar no interior dos pneus. Recomenda-se que a pressão seja verificada com os pneus frios (à temperatura ambiente). Um motorista, desatento a essa informação, realizou uma viagem longa sobre o asfalto quente e, em seguida, verificou que a pressão P no interior dos pneus não era a recomendada pelo fabricante. Na ocasião, a temperatura dos pneus 0 era T . Após um longo período em repouso, os pneus do carro atingiram a temperatura ambiente T. Durante o 0 resfriamento, não há alteração no volume dos pneus e na quantidade . Um motorista, desatento a essa informação, realizou uma viagem longa sobre o asfalto quente e, em seguida, verificou que a pressão P no interior dos pneus não era a recomendada pelo fabricante. Na ocasião, a temperatura dos pneus 0 era T . Após um longo período em repouso, os pneus do carro atingiram a temperatura ambiente T. Durante o 0 resfriamento, não há alteração no volume dos pneus e na quantidade de ar no seu interior. Considere o ar dos pneus um gás perfeito (também denominado gás ideal). Durante o processo de resfriamento, os valores de pressão em relação à temperatura (P × T) são representados pelo gráfico: P (Pa) P (Pa) P 0 AA DD P 0 T T T (K) T T T (K)",Termodinâmica,Ciências,119,2023_ENEM_AMARELO_DIA2.pdf
0 P (Pa) P (Pa) P P P (Pa) P P,UNKNOWN,,0,2023_ENEM_AMARELO_DIA2.pdf
0 BB EE T T T (K) T T T (K) 0 0 P (Pa) CC P 0 T T T (K) 0 CC P 0 T T T (K) 0,UNKNOWN,,0,2023_ENEM_AMARELO_DIA2.pdf
CN • 2º DIA • CADERNO 5 • AMARELO *020125AM11*,UNKNOWN,,10,2023_ENEM_AMARELO_DIA2.pdf
"Pais com síndrome de Down A síndrome de Down é uma alteração genética associada à trissomia do cromossomo 21, ou seja, o indivíduo possui três cromossomos 21 e não um par, como é normal. Isso ocorre pela união de um gameta contendo um cromossomo 21 com um gameta possuidor de dois cromossomos 21. Embora, normalmente, as mulheres com a síndrome sejam estéreis, em 2008, no interior de São Paulo, uma delas deu à luz uma menina sem a síndrome de Down. MORENO, T. Três anos após dar à luz, mãe portadora de síndrome de Down revela detalhes de seu dia a dia. Disponível em: www.band.uol.com.br. Acess",Ondulatória,Ciências,120,2023_ENEM_AMARELO_DIA2.pdf
"Para que uma molécula dê origem a um medicamento de administração oral, além de apresentar atividade farmacológica, deve ser capaz de atingir o local de ação. Para tanto, essa molécula não deve se degradar no estômago (onde o meio é fortemente ácido e há várias enzimas que reagem mediante catálise ácida), deve ser capaz de atravessar as membranas celulares e ser solúvel no plasma sanguíneo (sistema aquoso). Para os fármacos cujas estruturas são formadas por cadeias carbônicas longas contendo pelo menos um grupamento amino, um recurso tecnológico empregado é sua conversão no cloridrato cor , deve ser capaz de atravessar as membranas celulares e ser solúvel no plasma sanguíneo (sistema aquoso). Para os fármacos cujas estruturas são formadas por cadeias carbônicas longas contendo pelo menos um grupamento amino, um recurso tecnológico empregado é sua conversão no cloridrato correspondente. Essa conversão é representada, de forma genérica, pela equação química: R N + HCl (R NH)+Cl–",Ligações Químicas,Ciências,121,2023_ENEM_AMARELO_DIA2.pdf
"3 O aumento da eficiência de circulação do fármaco no sangue, promovido por essa conversão, deve-se ao incremento de seu(sua) AA basicidade. BB lipofilicidade. CC caráter iônico. DD cadeia carbônica. EE estado de oxidação. AA basicidade. BB lipofilicidade. CC caráter iônico. DD cadeia carbônica. EE estado de oxidação.",Ligações Químicas,Ciências,3,2023_ENEM_AMARELO_DIA2.pdf
"Toxicidade do cianeto A produção de ATP depende do gradiente de prótons gerado pela cadeia respiratória. Nessas reações, os elétrons provenientes da oxidação do NADH em NAD+ percorrem a cadeia até chegarem à citocromo c oxidase reduzindo o Fe3+ a Fe2+. O oxigênio atua como aceptor final desses elétrons formando água. O cianeto é uma espécie química altamente tóxica que tem grande afinidade pelo Fe3+. Quando células são expostas ao cianeto, ele se liga ao sítio de Fe3+ da citocromo c oxidase, impedindo a sua conversão em Fe2+ e bloqueando a cadeia respiratória. Substrato Forma Forma Forma p",Reações de Oxidação/Redução,Ciências,122,2023_ENEM_AMARELO_DIA2.pdf
"2 3 oxidase CO2 NADH oFxoidrmadaa reFdourmzidaa oFxoidrmadaa Fe2+ 12 O2 ALBERTS, B. et al. Biologia molecular da célula. Porto Alegre: Artmed, 2010 (adaptado). Esse bloqueio aumenta a concentração celular de AA ATP. BB água. CC NADH. DD dióxido de carbono. EE citocromo c oxidase. CN • 2º DIA • CADERNO 5 • AMARELO 11 *020125AM12*",Citologia,Ciências,1,2023_ENEM_AMARELO_DIA2.pdf
